,tconst_x,titleType,primaryTitle,startYear,genre_1,genre_2,genre_3,tconst_y,averageRating,numVotes,wr
1097472,tt10234450,movie,Don't Click,2020,Horror,,,tt3444532,8.1,48.0,7.11
1097484,tt10234470,movie,Transference,2020,Horror,Thriller,,tt3444650,5.5,53.0,6.99
1097581,tt10234650,movie,"Farewell, My Lad",2020,Drama,,,tt3445978,7.2,20.0,7.07
1098100,tt10235600,movie,Kaali Khuhi,2020,Drama,Horror,Mystery,tt3453600,6.9,52.0,7.06
1098165,tt10235718,movie,"Love, Weddings & Other Disasters",2020,Comedy,Romance,,tt3454452,7.8,19.0,7.08
1099873,tt10238708,movie,Kidnapped by a Classmate,2020,Thriller,,,tt3473896,6.0,8.0,7.06
1100199,tt10239320,movie,The Surrogate,2020,Drama,,,tt3477596,7.9,11.0,7.08
1100528,tt10239898,movie,Star Wars: Battle for the Holocrons,2020,Action,Adventure,Fantasy,tt3480436,6.4,55.0,7.03
1100819,tt10240440,movie,Tahmineh,2020,Drama,,,tt3484444,5.0,9.0,7.05
1102128,tt10242814,movie,Wolfroy,2020,Drama,Horror,Western,tt3501824,9.3,8.0,7.08
1102510,tt10243474,movie,The Ardbhan Fold,2020,Documentary,Western,,tt3506892,7.4,11.0,7.07
1102791,tt10243992,movie,I'm Your Woman,2020,Crime,Drama,,tt3510372,7.6,4995.0,7.51
1102800,tt10244008,movie,Ghost of My Father,2020,Crime,Drama,,tt3510452,6.6,1442.0,6.79
1103049,tt10244450,movie,ONE - The Documentary,2020,Documentary,,,tt3513760,6.3,73.0,7.01
1103062,tt10244472,movie,Hullor,2020,Comedy,,,tt3514116,5.8,491.0,6.65
1103106,tt10244550,movie,Blindfold,2020,Drama,Sport,,tt3514808,8.0,11.0,7.08
1103233,tt10244774,movie,The Bag Girls,2020,Crime,,,tt3516978,7.2,43.0,7.07
1103613,tt10245450,movie,A Chef's Voyage,2020,Documentary,,,tt3521604,8.0,16.0,7.08
1103875,tt10245928,movie,Hot Soup,2020,Drama,,,tt3524542,7.2,12.0,7.07
1104831,tt10247640,movie,The Perfect Mistress IV: Heartbreaker,2020,Adventure,Comedy,Drama,tt3540124,9.5,11.0,7.09
1104896,tt10247750,movie,Ordinary Justice,2020,Drama,,,tt3540550,8.2,28.0,7.1
1105776,tt10249292,movie,Stand Still,2020,Drama,,,tt3552794,6.4,1177.0,6.71
1106396,tt10250386,movie,Light Within the Cracks,2020,Documentary,,,tt3561366,7.8,11.0,7.07
1107046,tt10251538,movie,10 Days with Dad,2020,Comedy,Family,,tt3570446,5.5,13.0,7.05
1107510,tt10252330,movie,Granny Nanny,2020,Comedy,,,tt3576044,4.5,249.0,6.55
1107555,tt10252406,movie,Sphere of Fear 2,2020,Fantasy,,,tt3576344,5.1,19.0,7.03
1108862,tt10254662,movie,Red Yellow Pink,2020,Drama,,,tt3593978,4.5,56.0,6.93
1109537,tt10255854,movie,Artist Police,2020,Biography,Fantasy,,tt3604004,8.4,111.0,7.2
1109640,tt10256054,movie,Gray Whale and Civillization,2020,Documentary,,,tt3605316,6.4,6.0,7.06
1109722,tt10256238,movie,Created Equal: Clarence Thomas in His Own Words,2020,Biography,Documentary,,tt3607166,5.9,423.0,6.72
1110387,tt10257496,movie,Noni - Le fruit de l'espoir,2020,Drama,,,tt3616826,9.1,20.0,7.11
1110472,tt10257672,movie,The Protestants,2020,Documentary,,,tt3618346,7.8,421.0,7.28
1112083,tt10260466,movie,All for Gods,2020,Horror,,,tt3640682,6.2,5721.0,6.33
1112207,tt10260692,movie,Faith Based,2020,Comedy,,,tt3643164,3.0,26.0,6.96
1112688,tt10261560,movie,Coffee Heroes,2020,Documentary,,,tt3651518,4.6,30.0,6.99
1112797,tt10261766,movie,East & West,2020,Drama,Family,,tt3653224,6.9,50.0,7.06
1113137,tt10262380,movie,Boys from County Hell,2020,Comedy,Horror,,tt3656104,6.9,965.0,6.98
1113143,tt10262390,movie,Way to Paris,2020,Biography,Drama,Mystery,tt3656154,7.6,37.0,7.09
1113311,tt10262712,movie,The Pack,2020,Drama,Sport,,tt3658066,8.0,10.0,7.08
1114157,tt10264308,movie,Sisterhood,2020,Documentary,,,tt3669776,7.8,13.0,7.08
1114176,tt10264340,movie,Light from the Tower,2020,Comedy,Drama,Mystery,tt3670136,7.0,10.0,7.07
1114454,tt10264878,movie,A Stormy Night,2020,Drama,,,tt3673866,7.8,39.0,7.09
1114928,tt10265730,movie,The Teacher + Margherita,2020,Comedy,,,tt3680110,7.7,40.0,7.09
1114947,tt10265766,movie,Sex Spirits,2020,Adventure,Comedy,Drama,tt3680460,6.1,53.0,7.02
1116052,tt10267720,movie,The Odd Monk,2020,Documentary,,,tt3695572,8.9,11.0,7.09
1116466,tt10268550,movie,Minyan,2020,Drama,,,tt3701468,6.9,31.0,7.06
1116523,tt10268654,movie,Tales from the Rabbit Hole: A Curious Kitsch Novel,2020,Comedy,Drama,,tt3702328,6.7,5866.0,6.75
1116568,tt10268752,movie,Big Feat,2020,Comedy,Drama,Fantasy,tt3702934,3.6,19.0,7.0
1116667,tt10268922,movie,Si muore solo da vivi,2020,Comedy,,,tt3704046,6.8,11.0,7.06
1117078,tt10269680,movie,Active Shooter,2020,Crime,Drama,Thriller,tt3710072,7.0,46.0,7.06
1117079,tt10269684,movie,Woe,2020,Horror,Mystery,Thriller,tt3710096,7.6,46.0,7.09
1118291,tt10271836,movie,Malditos,2020,Documentary,,,tt3726666,6.6,9.0,7.06
1118609,tt10272386,movie,The Father,2020,Drama,Mystery,,tt3731756,8.4,15.0,7.09
1118855,tt10272802,movie,Work Songs,2020,Documentary,,,tt3735398,5.1,590.0,6.34
1119697,tt10274284,movie,Girl Lost: A Hollywood Story,2020,Drama,Thriller,,tt3746938,6.1,61.0,7.01
1120141,tt10275068,movie,A Hostile Nation,2020,Horror,,,tt3753230,3.5,239.0,6.38
1120147,tt10275080,movie,Agent Jade Black,2020,Action,,,tt3753362,8.2,5.0,7.07
1120707,tt10276160,movie,Weekend,2020,Drama,Thriller,,tt3761706,2.5,472.0,5.6
1120859,tt10276470,movie,Work It,2020,Comedy,Music,,tt3763172,8.0,5.0,7.07
1121901,tt10278294,movie,Bizim Semtin Çocuklari,2020,Comedy,Drama,,tt3778036,6.9,13.0,7.06
1121966,tt10278414,movie,Holding It In,2020,Documentary,,,tt3778646,5.8,228.0,6.83
1121985,tt10278456,movie,The Cube Phantom,2020,Musical,,,tt3778758,5.2,7.0,7.05
1122482,tt10279362,movie,French Exit,2020,Comedy,Drama,,tt3786752,6.9,8.0,7.06
1122980,tt10280276,movie,Coolie No. 1,2020,Action,Comedy,Romance,tt3792416,7.1,8.0,7.07
1124765,tt10283474,movie,Frammenti,2020,Comedy,,,tt3814276,8.3,15.0,7.08
1125006,tt10283902,movie,Feral State,2020,Thriller,,,tt3817606,7.2,7.0,7.07
1127227,tt10287954,movie,Rose Island,2020,Adventure,Biography,Comedy,tt3851166,7.7,9.0,7.07
1127373,tt10288242,movie,Existence,2020,Sci-Fi,,,tt3853656,6.7,30.0,7.06
1127418,tt10288320,movie,Modelar,2020,Crime,Drama,Thriller,tt3854070,5.0,7.0,7.05
1127493,tt10288452,movie,Portraits of a Jazz Artist: Innokenty Ivanov,2020,Music,,,tt3855394,8.3,8.0,7.08
1127510,tt10288480,movie,Cowgirls and Indians,2020,Adventure,Comedy,Western,tt3855586,7.8,10.0,7.07
1127561,tt10288566,movie,Another Round,2020,Drama,,,tt3856388,7.0,72.0,7.06
1127683,tt10288780,movie,"Canada, the Immigrant Story",2020,Documentary,,,tt3858244,3.9,57.0,6.9
1128326,tt10289942,movie,Vudú,2020,Documentary,,,tt3867604,7.5,22.0,7.08
1128448,tt10290160,movie,Influence,2020,Documentary,,,tt3869654,4.5,48.0,6.95
1128548,tt10290352,movie,The Bad Poet,2020,Biography,Drama,History,tt3873350,6.5,6.0,7.06
1130061,tt10292952,movie,Gatsby in Connecticut: The Untold Story,2020,Documentary,,,tt3898312,3.6,11.0,7.03
1130147,tt10293120,movie,Arcadia,2020,Documentary,,,tt3898966,9.0,25.0,7.11
1130241,tt10293308,movie,A Killer Next Door,2020,Thriller,,,tt3899226,9.1,18.0,7.1
1130783,tt10294358,movie,Devour,2020,Thriller,,,tt3906718,7.0,23.0,7.06
1131172,tt10295074,movie,Shadow Country,2020,Drama,History,,tt3911412,7.2,15.0,7.07
1131429,tt10295538,movie,The Purger,2020,Sci-Fi,,,tt3914876,6.9,115.0,7.05
1131630,tt10295936,movie,Magic Mountains,2020,Crime,Drama,Thriller,tt3917888,8.2,20.0,7.09
1131906,tt10296414,movie,Walled Citizen,2020,Adventure,Documentary,Drama,tt3920782,4.6,1082.0,5.78
1133189,tt10298712,movie,Dinogore,2020,Horror,,,tt3958044,6.9,8.0,7.06
1133216,tt10298770,movie,The Flavor,2020,Comedy,,,tt3958324,4.8,18.0,7.03
1133656,tt10299598,movie,Cuenta Saldada,2020,Western,,,tt3965866,6.8,203.0,7.02
1133753,tt10299780,movie,The Reunited States,2020,Documentary,,,tt3967880,3.6,25.0,6.98
1134015,tt10300282,movie,Munnariv,2020,Sci-Fi,,,tt3973254,6.0,9.0,7.06
1134017,tt10300286,movie,The Redeemers,2020,Action,,,tt3973298,6.3,8.0,7.06
1134247,tt10300704,movie,Walter,2020,Action,Crime,Thriller,tt3977324,8.5,3301.0,8.17
1134249,tt10300708,movie,A death in Peking,2020,Thriller,,,tt3977392,8.2,26.0,7.09
1135242,tt10302420,movie,Feel Memory,2020,Documentary,,,tt3995666,7.8,78.0,7.12
1135745,tt10303324,movie,Survive the Night,2020,Action,Drama,Thriller,tt4004468,5.3,8.0,7.05
1135805,tt10303430,movie,Sightless,2020,Drama,Mystery,Thriller,tt4005332,7.2,86.0,7.08
1137342,tt10306228,movie,This Is Paris,2020,Documentary,,,tt4029394,7.9,8.0,7.07
1138037,tt10307440,movie,The Decline,2020,Action,Thriller,,tt4041022,6.3,24.0,7.05
1138265,tt10307856,movie,The Argument,2020,Comedy,,,tt4044968,5.3,29.0,7.02
1138301,tt10307922,movie,Home Front,2020,Drama,History,War,tt4045440,5.7,29.0,7.03
1138620,tt10308500,movie,Butai Yu Yu Hakusho,2020,Action,Adventure,Fantasy,tt4050274,2.5,11.0,7.02
1138633,tt10308528,movie,Helen,2020,Adventure,Drama,,tt4050554,7.5,559.0,7.22
1138752,tt10308758,movie,Guardians of Style,2020,Documentary,,,tt4052960,7.1,261.0,7.07
1138844,tt10308928,movie,Force of Nature,2020,Action,Adventure,Crime,tt4054474,6.9,23.0,7.06
1138882,tt10308998,movie,Fragile,2020,Drama,,,tt4054856,8.0,118.0,7.16
1139183,tt10309552,movie,12 Hour Shift,2020,Comedy,Horror,Thriller,tt4058238,6.1,7.0,7.06
1139371,tt10309906,movie,Shubh Mangal Zyada Saavdhan,2020,Comedy,Crime,Romance,tt4060498,6.8,62.0,7.05
1139478,tt10310096,movie,John Lewis: Good Trouble,2020,Documentary,,,tt4061892,6.3,9.0,7.06
1139503,tt10310140,movie,Fatman,2020,Action,Adventure,Comedy,tt4062278,7.8,12.0,7.07
1141480,tt10313748,movie,La leyenda negra,2020,Drama,,,tt4089122,7.4,810.0,7.22
1141538,tt10313876,movie,The Art of Political Murder,2020,Crime,Documentary,,tt4089740,8.3,4461.0,8.07
1141777,tt10314344,movie,The Subject,2020,Drama,,,tt4095464,8.0,362.0,7.31
1141832,tt10314450,movie,Becky,2020,Action,Crime,Drama,tt4095972,7.9,19.0,7.08
1141957,tt10314726,movie,Rakhi Ke Laaj,2020,Family,,,tt4097826,6.2,1311.0,6.57
1142078,tt10314944,movie,The Wild Wild East: The effects of cannabis on the east coast,2020,Documentary,,,tt4103658,8.1,313.0,7.31
1143958,tt10318302,movie,Disappearing Species: The Rhinocaust,2020,Documentary,,,tt4131572,8.3,1370.0,7.78
1144564,tt10319486,movie,Budapest Heist,2020,Action,Comedy,,tt4139622,4.7,9.0,7.04
1146067,tt10322128,movie,Who Will Rescue the Rescuer?,2020,Documentary,,,tt4161322,6.7,18.0,7.06
1146112,tt10322224,movie,Hope Dealer,2020,Documentary,,,tt4161932,6.5,1468.0,6.73
1146285,tt10322544,movie,Le Cineaste - A Director's Journey,2020,Drama,,,tt4164440,6.7,16.0,7.06
1146743,tt10323412,movie,"Lumière, l'aventure continue",2020,Documentary,,,tt4171252,8.3,8.0,7.08
1147147,tt10324122,movie,Secret Society of Second Born Royals,2020,Action,Adventure,Comedy,tt4176656,6.9,9.0,7.06
1147232,tt10324274,movie,Leo,2020,Action,,,tt4177806,5.9,27.0,7.04
1147325,tt10324444,movie,Nothing More Perfect,2020,Drama,,,tt4179040,5.5,752.0,6.39
1148754,tt10326882,movie,Café Mirage,2020,Comedy,Drama,,tt4201050,5.7,8.0,7.06
1148773,tt10326918,movie,Crawl to Me Darling,2020,Thriller,,,tt4201278,10.0,9.0,7.09
1148852,tt10327060,movie,Jonathan Scott's Power Trip,2020,Documentary,,,tt4202250,8.2,302.0,7.33
1149531,tt10328320,movie,The Christmas Project Reunion,2020,Comedy,Romance,,tt4213758,5.1,431.0,6.47
1149557,tt10328368,movie,Cruze: Turn It Up!,2020,Music,,,tt4214100,5.6,51.0,6.99
1149969,tt10329134,movie,Your Name Engraved Herein,2020,Drama,Romance,,tt4220406,8.3,25.0,7.1
1150200,tt10329566,movie,Ricos de Amor,2020,Comedy,Romance,,tt4225102,7.0,9.0,7.07
1150508,tt10330110,movie,Nazarband,2020,Drama,,,tt4229118,8.0,5.0,7.07
1151029,tt10330998,movie,Discovery rose,2020,Thriller,,,tt4239796,8.0,1286.0,7.59
1151759,tt10332272,movie,Under My Skin,2020,Drama,,,tt4251520,8.0,40.0,7.1
1151790,tt10332328,movie,Smoke Signals,2020,Documentary,,,tt4253442,7.8,78.0,7.12
1151983,tt10332690,movie,An Unquiet Grave,2020,Drama,Horror,,tt4256366,3.9,42.0,6.94
1152074,tt10332854,movie,Alone,2020,Thriller,,,tt4257842,7.0,89.0,7.06
1152550,tt10333778,movie,Los Angeless,2020,Comedy,Drama,,tt4265478,8.0,25.0,7.09
1152630,tt10333912,movie,Gulabo Sitabo,2020,Comedy,Drama,,tt4266208,7.3,6.0,7.07
1152761,tt10334148,movie,Blithe Spirit,2020,Comedy,Fantasy,Romance,tt4267528,8.6,20.0,7.1
1152903,tt10334410,movie,A Friendly Tale,2020,Comedy,Drama,,tt4270386,8.2,3451.0,7.95
1153220,tt10334998,movie,Remy's Demons,2020,Horror,,,tt4276658,4.1,57.0,6.91
1154654,tt10337506,movie,Efunsetan Aniwura,2020,Drama,History,,tt4300128,6.9,10.0,7.06
1155068,tt10338290,movie,A Mulher sem Corpo,2020,Drama,,,tt4305562,5.7,504.0,6.61
1155352,tt10338808,movie,Lowdown Dirty Criminals,2020,Comedy,,,tt4310788,4.5,16.0,7.03
1155802,tt10339624,movie,The One,2020,Horror,,,tt4318442,6.0,13.0,7.05
1155932,tt10339850,movie,A Shadow in the Dark,2020,Drama,,,tt4320242,7.7,15.0,7.08
1156352,tt10340688,movie,More Than A Mile,2020,Biography,Comedy,Documentary,tt4326890,7.2,15.0,7.07
1157216,tt10342250,movie,Three Perfect Daughters,2020,Comedy,,,tt4341266,6.0,8.0,7.06
1157843,tt10343376,movie,Thank You for Renting,2020,Comedy,,,tt4355814,6.4,15.0,7.06
1157995,tt10343642,movie,Hazy Little Thing,2020,Drama,,,tt4359452,6.7,88.0,7.04
1158389,tt10344376,movie,Student Teacher,2020,Thriller,,,tt4365516,6.7,51.0,7.05
1158470,tt10344522,movie,Four Good Days,2020,Drama,,,tt4366842,7.4,6.0,7.07
1158789,tt10345102,movie,Strummer,2020,Romance,,,tt4371826,6.2,8.0,7.06
1159062,tt10345590,movie,How I Became a Super Hero,2020,Action,Adventure,Comedy,tt4378194,7.0,16.0,7.06
1159213,tt10345858,movie,Boszorkányház,2020,Comedy,Drama,Mystery,tt4380952,8.5,9.0,7.08
1159488,tt10346366,movie,The Dummy Factor,2020,Comedy,Mystery,Thriller,tt4384576,6.5,9.0,7.06
1161128,tt10349240,movie,Mujeres Arriba,2020,Comedy,,,tt4414036,10.0,36.0,7.17
1161453,tt10349848,movie,Untitled Edward Curtis Project,2020,Drama,,,tt4417502,5.4,584.0,6.45
1161862,tt10350626,movie,Gunjan Saxena: The Kargil Girl,2020,Action,Biography,Drama,tt4423990,7.5,12.0,7.07
1162033,tt10350922,movie,Laxmii,2020,Action,Comedy,Horror,tt4426740,6.8,18.0,7.06
1163636,tt10353704,movie,Home,2020,Drama,,,tt4450308,6.4,98.0,7.01
1163722,tt10353866,movie,Ellie & Abbie (& Ellie's Dead Aunt),2020,Comedy,,,tt4451836,8.0,75.0,7.13
1164543,tt10355356,movie,The Curse and the Covenant,2020,Fantasy,,,tt4462494,8.8,15653.0,8.7
1164696,tt10355632,movie,"Bappi Lahiri, Music Legend of India",2020,Documentary,,,tt4464706,7.8,19.0,7.08
1166039,tt10358022,movie,Nightlife,2020,Comedy,Romance,,tt4485988,6.2,21.0,7.05
1166095,tt10358198,movie,The Dinner Party,2020,Horror,Thriller,,tt4486584,7.4,34.0,7.08
1167522,tt10360802,movie,Michel Petrucciani: Hidden Joy,2020,Documentary,,,tt4509846,5.4,16.0,7.04
1167552,tt10360862,movie,The Man Who Sold His Skin,2020,Drama,,,tt4510272,4.4,5.0,7.05
1168406,tt10362466,movie,After We Collided,2020,Drama,Romance,,tt4521734,5.9,30.0,7.03
1169515,tt10364478,movie,Turn of the Screw,2020,Horror,,,tt4538234,7.7,604.0,7.3
1170197,tt10365730,movie,Paper Tiger,2020,Drama,Thriller,,tt4550410,5.3,9.0,7.05
1170270,tt10365870,movie,Eyimofe (This Is My Desire),2020,Drama,,,tt4551696,7.7,13.0,7.07
1170470,tt10366254,movie,Terrible Jungle,2020,Adventure,Comedy,,tt4554590,8.2,45.0,7.11
1170485,tt10366284,movie,As Night and Day,2020,Comedy,,,tt4554706,5.2,8.0,7.05
1170552,tt10366428,movie,Family Swap,2020,Comedy,,,tt4556596,7.0,66.0,7.06
1170569,tt10366464,movie,Im toten Winkel,2020,Drama,Thriller,,tt4556760,7.8,11.0,7.07
1170800,tt10366902,movie,Victim(s),2020,Crime,Drama,,tt4560374,8.5,17.0,7.09
1171099,tt10367454,movie,Vyavastha,2020,Comedy,,,tt4565556,8.6,9.0,7.08
1171679,tt10368460,movie,Burraco fatale,2020,Comedy,Romance,,tt4574508,8.3,5669.0,8.11
1171722,tt10368540,movie,Keep Hope Alive,2020,Comedy,,,tt4575086,2.2,11.0,7.01
1172155,tt10369332,movie,Rebirth,2020,Thriller,,,tt4582206,7.1,12.0,7.07
1172161,tt10369344,movie,The Fantastic Journey of Margot & Marguerite,2020,Comedy,Family,Fantasy,tt4582260,7.2,6.0,7.07
1172428,tt10369866,movie,Ten Minutes to Midnight,2020,Horror,,,tt4587298,7.1,35.0,7.07
1172703,tt10370380,movie,The Windermere Children,2020,Drama,War,,tt4592536,7.3,27.0,7.07
1172748,tt10370456,movie,Trail to the Reservoir,2020,Action,Mystery,Thriller,tt4593124,8.9,23607.0,8.83
1172857,tt10370644,movie,Helmut Newton: The Bad and the Beautiful,2020,Biography,Documentary,History,tt4595198,5.5,23.0,7.03
1174371,tt10373380,movie,Fully Functional,2020,Documentary,,,tt4622382,5.3,172.0,6.81
1174615,tt10373830,movie,Aviva,2020,Drama,Music,Romance,tt4625640,7.5,610.0,7.23
1174659,tt10373914,movie,No Place,2020,Crime,,,tt4626974,7.3,16.0,7.07
1174828,tt10374240,movie,A Loss of Something Ever Felt,2020,Documentary,,,tt4630040,8.2,63.0,7.13
1174886,tt10374360,movie,Swimming Out Till the Sea Turns Blue,2020,Documentary,History,,tt4630862,7.0,8.0,7.07
1175018,tt10374618,movie,Thin Skin,2020,Drama,,,tt4633744,8.1,155.0,7.2
1175256,tt10375080,movie,The Alcatraz Project,2020,Horror,,,tt4637906,7.3,36.0,7.07
1175270,tt10375106,movie,Mandibles,2020,Comedy,Fantasy,,tt4638016,7.1,9.0,7.07
1175352,tt10375272,movie,Men at Work: Miami,2020,Comedy,,,tt4641968,7.8,8.0,7.07
1175755,tt10375972,movie,The Good Traitor,2020,Biography,Drama,War,tt4649488,8.9,10.0,7.08
1175994,tt10376384,movie,Go Back,2020,Crime,Drama,,tt4653310,7.9,232.0,7.22
1176432,tt10377168,movie,Tony Halik,2020,Biography,Documentary,,tt4660368,5.3,10.0,7.05
1176519,tt10377314,movie,Cold Feet,2020,Drama,,,tt4660980,5.8,7570.0,5.95
1177406,tt10378926,movie,Who Wants Me Dead?,2020,Thriller,,,tt4675822,5.1,20.0,7.03
1177661,tt10379394,movie,Ring by Spring,2020,Romance,,,tt4679206,9.7,6719.0,9.36
1177841,tt10379708,movie,The West Territory,2020,Documentary,,,tt4682404,6.1,29.0,7.04
1178030,tt10380102,movie,Arkansas Valor - Bill Binkley,2020,Documentary,,,tt4685664,4.8,14.0,7.03
1178389,tt10380744,movie,Aloha Surf Hotel,2020,Comedy,Drama,,tt4691174,7.2,5.0,7.07
1178402,tt10380766,movie,Immortal,2020,Sci-Fi,,,tt4691236,7.2,5.0,7.07
1178599,tt10381134,movie,Danny,2020,Action,,,tt4693716,2.3,57.0,6.81
1179526,tt10382832,movie,Monkey Business,2020,Adventure,,,tt4706172,6.5,69.0,7.03
1179782,tt10383290,movie,Donna Stronger Than Pretty,2020,Drama,,,tt4709064,7.1,31.0,7.07
1180113,tt10383918,movie,Leur Algérie,2020,Documentary,,,tt4715338,7.8,8.0,7.07
1180296,tt10384246,movie,Friend Request,2020,Thriller,,,tt4718012,6.4,10.0,7.06
1180417,tt10384472,movie,Amityville Vibrator,2020,Comedy,Horror,,tt4719728,7.9,12.0,7.08
1180655,tt10384944,movie,Lassie Come Home,2020,Adventure,Drama,Family,tt4721806,10.0,6.0,7.08
1180980,tt10385556,movie,Life After Death,2020,Comedy,Drama,,tt4726040,7.8,10.0,7.07
1182390,tt10388028,movie,Enemies of the State,2020,Documentary,,,tt4744332,10.0,6.0,7.08
1182666,tt10388554,movie,Fierce Funny & Fly,2020,Documentary,,,tt4748156,8.7,7.0,7.08
1182733,tt10388676,movie,Pool Party '15,2020,Comedy,Drama,,tt4755014,5.5,9.0,7.05
1182926,tt10389078,movie,Dimmi io chi sono,2020,Comedy,,,tt4757762,10.0,6.0,7.08
1182941,tt10389124,movie,Lady O'Loughlin,2020,Documentary,,,tt4757792,10.0,6.0,7.08
1183392,tt10389922,movie,Air Conditioner,2020,Drama,,,tt4759152,10.0,5.0,7.08
1183482,tt10390076,movie,Halloween Games,2020,Adventure,,,tt4760618,8.1,186.0,7.23
1185348,tt10393440,movie,The Old Town Girls,2020,Crime,Drama,,tt4794570,8.4,7.0,7.08
1185823,tt10394300,movie,Maddy the Model,2020,Biography,Documentary,,tt4804332,7.4,5.0,7.07
1186064,tt10394738,movie,I Am Greta,2020,Biography,Documentary,,tt4810852,8.0,43.0,7.1
1186106,tt10394808,movie,Carnaval,2020,Mystery,,,tt4812426,5.4,28.0,7.02
1186114,tt10394820,movie,The Beautiful Game,2020,Documentary,,,tt4813162,5.2,11.0,7.05
1186449,tt10395398,movie,That Was Life,2020,Drama,,,tt4818590,5.1,12.0,7.04
1186651,tt10395748,movie,Definition Please,2020,Comedy,Drama,,tt4824042,6.3,27.0,7.05
1186722,tt10395866,movie,Executive Order,2020,Drama,Sci-Fi,,tt4827232,8.7,7.0,7.08
1186823,tt10396038,movie,Neither Hero Nor Traitor,2020,Drama,History,,tt4829130,1.4,32.0,6.89
1187477,tt10397188,movie,Death Ranch,2020,Horror,Thriller,,tt4840006,8.1,64.0,7.13
1187543,tt10397306,movie,Madison,2020,Adventure,Drama,Family,tt4840804,4.9,22.0,7.02
1187767,tt10397696,movie,Psychosynthesis,2020,Thriller,,,tt4844744,6.6,161.0,7.0
1187799,tt10397752,movie,Disordered,2020,Animation,Documentary,Family,tt4845292,8.3,22.0,7.09
1187970,tt10398080,movie,Pilátus,2020,Drama,,,tt4847898,7.7,139.0,7.14
1188131,tt10398376,movie,Gunfight at Silver Creek,2020,Action,Western,,tt4850502,8.0,21.0,7.09
1188370,tt10398802,movie,Las Furias,2020,Drama,Thriller,,tt4855208,7.0,34.0,7.06
1188535,tt10399114,movie,A Christmas Hero,2020,Drama,Family,Fantasy,tt4857806,4.4,301.0,6.45
1188821,tt10399674,movie,Erotica 2022,2020,Drama,Mystery,Romance,tt4862136,6.4,19.0,7.05
1189121,tt10400198,movie,The Sound of the Wind,2020,Drama,Mystery,Thriller,tt4866654,6.1,398.0,6.79
1189177,tt10400290,movie,8000 Paperclips,2020,Documentary,,,tt4869226,7.9,24.0,7.09
1190476,tt10402532,movie,Two Paths One Road,2020,Action,Drama,,tt4893864,5.2,19.0,7.03
1191414,tt10404324,movie,The Banger,2020,Comedy,,,tt4911750,8.6,133.0,7.25
1191751,tt10404944,movie,The Stronghold,2020,Action,Crime,Drama,tt4919190,7.0,40.0,7.06
1192178,tt10405760,movie,The Shift,2020,Drama,Thriller,,tt4927314,9.6,6679.0,9.27
1193363,tt10407828,movie,Harley,2020,Biography,Documentary,,tt4946942,7.8,13.0,7.08
1193665,tt10408422,movie,Kaden Ryan's Summer Adventure's,2020,Family,,,tt4951892,6.5,16.0,7.06
1193909,tt10408944,movie,Romance in the Outfield: Double Play,2020,Romance,,,tt4955582,7.6,549.0,7.26
1194925,tt10410782,movie,Bedridden,2020,Drama,,,tt4973154,6.5,69.0,7.03
1195498,tt10411858,movie,Code of the Freaks,2020,Documentary,,,tt4981886,7.6,16.0,7.07
1196453,tt10413566,movie,Tolo Tolo,2020,Comedy,Family,,tt5001840,8.8,593.0,7.71
1196625,tt10413882,movie,Zona Seyl,2020,Drama,Fantasy,Romance,tt5004422,6.2,1284.0,6.58
1197071,tt10414676,movie,Xing Guang,2020,Documentary,,,tt5014146,3.7,270.0,6.35
1197115,tt10414756,movie,Party Hard,2020,Comedy,Drama,,tt5015234,7.3,370.0,7.13
1197133,tt10414794,movie,Bounce Back: A Story of Dance,2020,Drama,,,tt5015688,8.9,9.0,7.08
1197528,tt10415510,movie,Taana,2020,Action,Comedy,Horror,tt5021556,7.2,6.0,7.07
1197565,tt10415576,movie,Love After Love,2020,Drama,,,tt5021934,8.7,6.0,7.08
1199268,tt10418630,movie,True Mothers,2020,Drama,,,tt5051932,7.2,7.0,7.07
1199380,tt10418830,movie,Sanguinetti,2020,Drama,,,tt5053564,7.6,14.0,7.07
1199388,tt10418846,movie,Don't Look Back,2020,Horror,Mystery,Thriller,tt5053614,5.0,8.0,7.05
1199501,tt10419042,movie,AB Aani CD,2020,Comedy,,,tt5054902,7.6,6.0,7.07
1199783,tt10419566,movie,Superagente Makey,2020,Action,Comedy,,tt5055704,8.3,6.0,7.07
1199846,tt10419672,movie,Carrion,2020,Horror,,,tt5056538,7.7,1006.0,7.38
1200283,tt10420424,movie,Siskolar & Siskalar,2020,Animation,Family,,tt5061656,5.5,78.0,6.95
1200348,tt10420532,movie,Ask Tesadüfleri Sever 2,2020,Drama,Romance,,tt5062498,4.7,16.0,7.03
1201335,tt10422250,movie,The Silent Passenger,2020,Thriller,,,tt5078922,7.7,65.0,7.1
1201788,tt10423074,movie,The Unborn,2020,Horror,,,tt5084556,8.7,14.0,7.09
